    0.815779566764831543E+00    0.903685569763183594E+00    0.513015270233154297E+00    0.292718470096588135E+00    0.959767103195190430E+00    0.775744438171386719E+00    0.945212066173553467E+00    0.353566586971282959E+00    0.264432966709136963E+00    0.250459313392639160E-01   -0.178223686650525224E+02   -0.266724163118866500E+03    0.395252516672997235-322
    0.311376273632049561E+00    0.470642864704132080E+00    0.158368945121765137E-01    0.318161487579345703E+00    0.303404629230499268E+00    0.287672162055969238E+00    0.903002619743347168E-01    0.932659924030303955E+00    0.587388277053833008E-01    0.239908099174499512E+00    0.000000000000000000E+00    0.362861280255061566-311    0.395252516672997235-322
    0.706042826175689697E+00    0.151472210884094238E+00    0.224187076091766357E+00    0.698045432567596436E+00    0.628410458564758301E+00    0.445148646831512451E+00    0.924175322055816650E+00    0.553824126720428467E+00    0.144355893135070801E-01    0.918641805648803711E+00   -0.158918767254663020E+02   -0.464085641270213364E+04    0.395252516672997235-322
    0.823596715927124023E-01    0.661968708038330078E+00    0.422506570816040039E+00    0.476550161838531494E+00    0.569600820541381836E+00    0.240388810634613037E+00    0.629459500312805176E+00    0.219623923301696777E+00    0.845720827579498291E+00    0.552302181720733643E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.395252516672997235-322
    0.857040464878082275E+00    0.126784324645996094E+00    0.903304517269134521E+00    0.565704464912414551E+00    0.902400434017181396E+00    0.693972885608673096E+00    0.841695427894592285E+00    0.387062549591064453E+00    0.691087543964385986E+00    0.599784195423126221E+00   -0.181547906446611549E+02   -0.423843203174804876E+04    0.395252516672997235-322
    0.106206238269805908E+00    0.836503624916076660E+00    0.543067216873168945E+00    0.399289608001708984E+00    0.132794439792633057E+00    0.144357144832611084E+00    0.947353303432464600E+00    0.783348083496093750E-02    0.451532840728759766E+00    0.660808205604553223E+00    0.584142419401071510-301    0.732088632238008683-310    0.395252516672997235-322
    0.392161011695861816E-01    0.372734308242797852E+00    0.462861955165863037E+00    0.126200079917907715E+00    0.187464952468872070E+00    0.737849593162536621E+00    0.500335097312927246E+00    0.372190117835998535E+00    0.752857089042663574E+00    0.102818191051483154E+00    0.138265634609855367-315    0.107160830349143177-295    0.395252516672997235-322
    0.465676724910736084E+00    0.476803004741668701E+00    0.845981776714324951E+00    0.412621855735778809E+00    0.345297336578369141E+00    0.409396111965179443E+00    0.505916476249694824E-01    0.557655096054077148E-02    0.369848310947418213E+00    0.358802080154418945E+00   -0.162859244449916289E+02   -0.747057103489896974E+02    0.395252516672997235-322
    0.815305113792419434E+00    0.809111237525939941E+00    0.377546727657318115E+00    0.222757160663604736E+00    0.668660402297973633E+00    0.125859916210174561E+00    0.481889784336090088E+00    0.274945557117462158E+00    0.470350384712219238E+00    0.944270074367523193E+00   -0.169163071873784325E+02   -0.947184837085613544E+05    0.395252516672997235-322
    0.497183799743652344E-01    0.593518853187561035E+00    0.391400992870330811E+00    0.299633383750915527E+00    0.428082525730133057E+00    0.527379333972930908E+00    0.822083175182342529E+00    0.511097669601440430E+00    0.504852473735809326E+00    0.807929575443267822E+00    0.402761005052830447-310    0.000000000000000000E+00    0.395252516672997235-322
    0.172011017799377441E+00    0.914625763893127441E+00    0.836875081062316895E+00    0.997174382209777832E-01    0.953178763389587402E+00    0.951099634170532227E+00    0.601305603981018066E+00    0.411193907260894775E+00    0.962594628334045410E+00    0.322826564311981201E+00   -0.178223686650525224E+02   -0.266724163118866500E+03    0.395252516672997235-322
    0.126399159431457520E+00    0.203603982925415039E+00    0.655150651931762695E+00    0.457508802413940430E+00    0.762295603752136230E+00    0.776172101497650146E+00    0.568364202976226807E+00    0.448287725448608398E-01    0.489291906356811523E+00    0.662209987640380859E+00    0.000000000000000000E+00    0.362861280255061566-311    0.395252516672997235-322
    0.799246013164520264E+00    0.990439116954803467E+00    0.789491057395935059E+00    0.619302332401275635E+00    0.161383926868438721E+00    0.280346333980560303E+00    0.732553243637084961E+00    0.224055230617523193E+00    0.160600543022155762E+00    0.826678276062011719E-01   -0.158918767254663020E+02   -0.464085641270213364E+04    0.395252516672997235-322
    0.903930008411407471E+00    0.459459304809570312E+00    0.283403098583221436E+00    0.764625787734985352E+00    0.684083700180053711E-01    0.228489220142364502E+00    0.128461301326751709E+00    0.359713435173034668E-01    0.764027595520019531E+00    0.346574902534484863E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.395252516672997235-322
